"","PMID","title","author_list","citation","journal","year","DOI","position","author_name","lead_or_other"
"344",22836602,"The effect of post-match alcohol ingestion on recovery from competitive rugby league matches","Murphy AP, Snape AE, Minett GM, Skein M, Duffield R.","J Strength Cond Res. 2013 May;27(5):1304-12. doi: 10.1519/JSC.0b013e318267a5e9.","J Strength Cond Res",2013,"10.1519/JSC.0b013e318267a5e9","lead_author","Murphy AP","lead"
"345",33186893,"The Physiological and Perceptual Effects of Stochastic Simulated Rugby League Match Play","Mullen T, Twist C, Highton J.","Int J Sports Physiol Perform. 2020 Nov 13;16(1):73-79. doi: 10.1123/ijspp.2018-0834.","Int J Sports Physiol Perform",2020,"10.1123/ijspp.2018-0834","lead_author","Mullen T","lead"
"346",31362579,"Stochastic ordering of simulated rugby match activity produces reliable movements and associated measures of subjective task load, cognitive and neuromuscular function","Mullen T, Twist C, Highton J.","J Sports Sci. 2019 Nov;37(21):2506-2512. doi: 10.1080/02640414.2019.1646071. Epub 2019 Jul 31.","J Sports Sci",2019,"10.1080/02640414.2019.1646071","lead_author","Mullen T","lead"
"347",16786354,"Strength, size and activation of knee extensors followed during 8 weeks of horizontal bed rest and the influence of a countermeasure","Mulder ER, Stegeman DF, Gerrits KH, Paalman MI, Rittweger J, Felsenberg D, de Haan A.","Eur J Appl Physiol. 2006 Aug;97(6):706-15. doi: 10.1007/s00421-006-0241-6. Epub 2006 Jun 20.","Eur J Appl Physiol",2006,"10.1007/s00421-006-0241-6","lead_author","Mulder ER","lead"
"348",15322439,"A randomized controlled trial of intensive neurophysiology education in chronic low back pain","Moseley GL, Nicholas MK, Hodges PW.","Clin J Pain. 2004 Sep-Oct;20(5):324-30. doi: 10.1097/00002508-200409000-00007.","Clin J Pain",2004,"10.1097/00002508-200409000-00007","lead_author","Moseley GL","lead"
"349",15928932,"Reliability of maximal muscle force and voluntary activation as markers of exercise-induced muscle damage","Morton JP, Atkinson G, MacLaren DP, Cable NT, Gilbert G, Broome C, McArdle A, Drust B.","Eur J Appl Physiol. 2005 Aug;94(5-6):541-8. doi: 10.1007/s00421-005-1373-9. Epub 2005 Jun 1.","Eur J Appl Physiol",2005,"10.1007/s00421-005-1373-9","lead_author","Morton JP","lead"
"350",16003538,"Muscle strength, volume and activation following 12-month resistance training in 70-year-old males","Morse CI, Thom JM, Mian OS, Muirhead A, Birch KM, Narici MV.","Eur J Appl Physiol. 2005 Oct;95(2-3):197-204. doi: 10.1007/s00421-005-1342-3. Epub 2005 Jul 8.","Eur J Appl Physiol",2005,"10.1007/s00421-005-1342-3","lead_author","Morse CI","lead"
"351",15905324,"In vivo physiological cross-sectional area and specific force are reduced in the gastrocnemius of elderly men","Morse CI, Thom JM, Reeves ND, Birch KM, Narici MV.","J Appl Physiol (1985). 2005 Sep;99(3):1050-5. doi: 10.1152/japplphysiol.01186.2004. Epub 2005 May 19.","J Appl Physiol (1985)",2005,"10.1152/japplphysiol.01186.2004","lead_author","Morse CI","lead"
"352",17550408,"Muscle fatigue resistance during stimulated contractions is reduced in young male smokers","Morse CI, Wüst RC, Jones DA, de Haan A, Degens H.","Acta Physiol (Oxf). 2007 Oct;191(2):123-9. doi: 10.1111/j.1748-1716.2007.01721.x. Epub 2007 Jun 5.","Acta Physiol (Oxf)",2007,"10.1111/j.1748-1716.2007.01721.x","lead_author","Morse CI","lead"
"353",15015001,"Passive hyperthermia reduces voluntary activation and isometric force production","Morrison S, Sleivert GG, Cheung SS.","Eur J Appl Physiol. 2004 May;91(5-6):729-36. doi: 10.1007/s00421-004-1063-z. Epub 2004 Mar 11.","Eur J Appl Physiol",2004,"10.1007/s00421-004-1063-z","lead_author","Morrison S","lead"
"354",19234587,"Prefrontal cortex oxygenation is preserved and does not contribute to impaired neuromuscular activation during passive hyperthermia","Morrison SA, Sleivert GG, Neary JP, Cheung SS.","Appl Physiol Nutr Metab. 2009 Feb;34(1):66-74. doi: 10.1139/H08-139.","Appl Physiol Nutr Metab",2009,"10.1139/H08-139","lead_author","Morrison SA","lead"
"355",17019297,"Aerobic influence on neuromuscular function and tolerance during passive hyperthermia","Morrison SA, Sleivert GG, Cheung S.","Med Sci Sports Exerc. 2006 Oct;38(10):1754-61. doi: 10.1249/01.mss.0000230120.83641.98.","Med Sci Sports Exerc",2006,"10.1249/01.mss.0000230120.83641.98","lead_author","Morrison SA","lead"
"356",29332237,"Acute acetaminophen ingestion improves performance and muscle activation during maximal intermittent knee extensor exercise","Morgan PT, Bowtell JL, Vanhatalo A, Jones AM, Bailey SJ.","Eur J Appl Physiol. 2018 Mar;118(3):595-605. doi: 10.1007/s00421-017-3794-7. Epub 2018 Jan 13.","Eur J Appl Physiol",2018,"10.1007/s00421-017-3794-7","lead_author","Morgan PT","lead"
"357",26799622,"The neuromuscular fatigue induced by repeated scrums generates instability that can be limited by appropriate recovery","Morel B, Hautier CA.","Scand J Med Sci Sports. 2017 Feb;27(2):209-216. doi: 10.1111/sms.12646. Epub 2016 Jan 22.","Scand J Med Sci Sports",2017,"10.1111/sms.12646","lead_author","Morel B","lead"
"358",25556533,"Contraction velocity influence the magnitude and etiology of neuromuscular fatigue during repeated maximal contractions","Morel B, Clémençon M, Rota S, Millet GY, Bishop DJ, Brosseau O, Rouffet DM, Hautier CA.","Scand J Med Sci Sports. 2015 Oct;25(5):e432-41. doi: 10.1111/sms.12358. Epub 2014 Dec 30.","Scand J Med Sci Sports",2015,"10.1111/sms.12358","lead_author","Morel B","lead"
"359",31379595,"Critical Peripheral Fatigue Thresholds Among Different Force-Velocity Conditions: An Individual-Based Model Approach","Morel B, Lapole T, Liotard C, Hautier C.","Front Physiol. 2019 Jul 16;10:875. doi: 10.3389/fphys.2019.00875. eCollection 2019.","Front Physiol",2019,"10.3389/fphys.2019.00875","lead_author","Morel B","lead"
"360",27108183,"Neuromuscular function in different stages of sarcopenia","Morat T, Gilmore KJ, Rice CL.","Exp Gerontol. 2016 Aug;81:28-36. doi: 10.1016/j.exger.2016.04.014. Epub 2016 Apr 20.","Exp Gerontol",2016,"10.1016/j.exger.2016.04.014","lead_author","Morat T","lead"
"361",16782106,"Role of reflex dynamics in spinal stability: intrinsic muscle stiffness alone is insufficient for stability","Moorhouse KM, Granata KP.","J Biomech. 2007;40(5):1058-65. doi: 10.1016/j.jbiomech.2006.04.018. Epub 2006 Jun 16.","J Biomech",2007,"10.1016/j.jbiomech.2006.04.018","lead_author","Moorhouse KM","lead"
"362",15205956,"Neuromuscular adaptations in human muscle following low intensity resistance training with vascular occlusion","Moore DR, Burgomaster KA, Schofield LM, Gibala MJ, Sale DG, Phillips SM.","Eur J Appl Physiol. 2004 Aug;92(4-5):399-406. doi: 10.1007/s00421-004-1072-y.","Eur J Appl Physiol",2004,"10.1007/s00421-004-1072-y","lead_author","Moore DR","lead"
"363",26202052,"Reduced skeletal muscle quantity and quality in patients with diabetic polyneuropathy assessed by magnetic resonance imaging","Moore CW, Allen MD, Kimpinski K, Doherty TJ, Rice CL.","Muscle Nerve. 2016 May;53(5):726-32. doi: 10.1002/mus.24779. Epub 2016 Jan 5.","Muscle Nerve",2016,"10.1002/mus.24779","lead_author","Moore CW","lead"
"364",27825551,"Repeated sprint ability but not neuromuscular fatigue is dependent on short versus long duration recovery time between sprints in healthy males","Monks MR, Compton CT, Yetman JD, Power KE, Button DC.","J Sci Med Sport. 2017 Jun;20(6):600-605. doi: 10.1016/j.jsams.2016.10.008. Epub 2016 Oct 27.","J Sci Med Sport",2017,"10.1016/j.jsams.2016.10.008","lead_author","Monks MR","lead"
"365",16606441,"Voluntary activation failure is detectable in some myositis patients with persisting quadriceps femoris weakness: an observational study","Molloy CB, Al-Omar AO, Edge KT, Cooper RG.","Arthritis Res Ther. 2006;8(3):R67. doi: 10.1186/ar1935. Epub 2006 Apr 10.","Arthritis Res Ther",2006,"10.1186/ar1935","lead_author","Molloy CB","lead"
"366",15866968,"Early quadriceps strength loss after total knee arthroplasty. The contributions of muscle atrophy and failure of voluntary muscle activation","Mizner RL, Petterson SC, Stevens JE, Vandenborne K, Snyder-Mackler L.","J Bone Joint Surg Am. 2005 May;87(5):1047-53. doi: 10.2106/JBJS.D.01992.","J Bone Joint Surg Am",2005,"10.2106/JBJS.D.01992","lead_author","Mizner RL","lead"
"367",12665406,"Voluntary activation and decreased force production of the quadriceps femoris muscle after total knee arthroplasty","Mizner RL, Stevens JE, Snyder-Mackler L.","Phys Ther. 2003 Apr;83(4):359-65.","Phys Ther",2003,NA,"lead_author","Mizner RL","lead"
"368",22350357,"Duration-dependant response of mixed-method pre-cooling for intermittent-sprint exercise in the heat","Minett GM, Duffield R, Marino FE, Portus M.","Eur J Appl Physiol. 2012 Oct;112(10):3655-66. doi: 10.1007/s00421-012-2348-2. Epub 2012 Feb 17.","Eur J Appl Physiol",2012,"10.1007/s00421-012-2348-2","lead_author","Minett GM","lead"
"369",29532649,"Contralateral effect of short-duration unilateral neuromuscular electrical stimulation and focal vibration in healthy subjects","Minetto MA, Botter A, Gamerro G, Varvello I, Massazza G, Bellomo RG, Maffiuletti NA, Saggini R.","Eur J Phys Rehabil Med. 2018 Dec;54(6):911-920. doi: 10.23736/S1973-9087.18.05004-9. Epub 2018 Mar 12.","Eur J Phys Rehabil Med",2018,"10.23736/S1973-9087.18.05004-9","lead_author","Minetto MA","lead"
"370",29726694,"The role of the nervous system in neuromuscular fatigue induced by ultra-endurance exercise","Millet GY, Martin V, Temesi J.","Appl Physiol Nutr Metab. 2018 Nov;43(11):1151-1157. doi: 10.1139/apnm-2018-0161. Epub 2018 May 4.","Appl Physiol Nutr Metab",2018,"10.1139/apnm-2018-0161","lead_author","Millet GY","lead"
"371",21364944,"Neuromuscular consequences of an extreme mountain ultra-marathon","Millet GY, Tomazin K, Verges S, Vincent C, Bonnefoy R, Boisson RC, Gergelé L, Féasson L, Martin V.","PLoS One. 2011 Feb 22;6(2):e17059. doi: 10.1371/journal.pone.0017059.","PLoS One",2011,"10.1371/journal.pone.0017059","lead_author","Millet GY","lead"
"372",14965189,"Alterations of neuromuscular function after prolonged running, cycling and skiing exercises","Millet GY, Lepers R.","Sports Med. 2004;34(2):105-16. doi: 10.2165/00007256-200434020-00004.","Sports Med",2004,"10.2165/00007256-200434020-00004","lead_author","Millet GY","lead"
"373",12955870,"Neuromuscular fatigue after a ski skating marathon","Millet GY, Martin V, Maffiuletti NA, Martin A.","Can J Appl Physiol. 2003 Jun;28(3):434-45. doi: 10.1139/h03-032.","Can J Appl Physiol",2003,"10.1139/h03-032","lead_author","Millet GY","lead"
"374",12740737,"Alteration of neuromuscular function after a prolonged road cycling race","Millet GY, Millet GP, Lattier G, Maffiuletti NA, Candau R.","Int J Sports Med. 2003 Apr;24(3):190-4. doi: 10.1055/s-2003-39088.","Int J Sports Med",2003,"10.1055/s-2003-39088","lead_author","Millet GY","lead"
"375",12391039,"Mechanisms contributing to knee extensor strength loss after prolonged running exercise","Millet GY, Martin V, Lattier G, Ballay Y.","J Appl Physiol (1985). 2003 Jan;94(1):193-8. doi: 10.1152/japplphysiol.00600.2002. Epub 2002 Sep 20.","J Appl Physiol (1985)",2003,"10.1152/japplphysiol.00600.2002","lead_author","Millet GY","lead"
"376",11796655,"Alterations of neuromuscular function after an ultramarathon","Millet GY, Lepers R, Maffiuletti NA, Babault N, Martin V, Lattier G.","J Appl Physiol (1985). 2002 Feb;92(2):486-92. doi: 10.1152/japplphysiol.00122.2001.","J Appl Physiol (1985)",2002,"10.1152/japplphysiol.00122.2001","lead_author","Millet GY","lead"
"377",16895533,"Voluntary activation and central activation failure in the knee extensors in young women and men","Miller M, Holmbäck AM, Downham D, Lexell J.","Scand J Med Sci Sports. 2006 Aug;16(4):274-81. doi: 10.1111/j.1600-0838.2005.00479.x.","Scand J Med Sci Sports",2006,"10.1111/j.1600-0838.2005.00479.x","lead_author","Miller M","lead"
"378",19190483,"Voluntary activation of the knee extensors in chronic poststroke subjects","Miller M, Flansbjer UB, Lexell J.","Am J Phys Med Rehabil. 2009 Apr;88(4):286-91. doi: 10.1097/PHM.0b013e318198b569.","Am J Phys Med Rehabil",2009,"10.1097/PHM.0b013e318198b569","lead_author","Miller M","lead"
"379",17116999,"Superimposed electrical stimulation: assessment of voluntary activation and perceived discomfort in healthy, moderately active older and younger women and men","Miller M, Flansbjer UB, Downham D, Lexell J.","Am J Phys Med Rehabil. 2006 Dec;85(12):945-50. doi: 10.1097/01.phm.0000247648.62957.19.","Am J Phys Med Rehabil",2006,"10.1097/01.phm.0000247648.62957.19","lead_author","Miller M","lead"
"380",27512816,"The effects of passive stretching plus vibration on strength and activation of the plantar flexors","Miller JD, Herda TJ, Trevino MA, Mosier EM.","Appl Physiol Nutr Metab. 2016 Sep;41(9):917-23. doi: 10.1139/apnm-2016-0010. Epub 2016 Apr 18.","Appl Physiol Nutr Metab",2016,"10.1139/apnm-2016-0010","lead_author","Miller JD","lead"
"381",31622158,"Effect of ß-alanine supplementation during high-intensity interval training on repeated sprint ability performance and neuromuscular fatigue","Milioni F, de Poli RAB, Saunders B, Gualano B, da Rocha AL, Sanchez Ramos da Silva A, Muller PTG, Zagatto AM.","J Appl Physiol (1985). 2019 Dec 1;127(6):1599-1610. doi: 10.1152/japplphysiol.00321.2019. Epub 2019 Oct 17.","J Appl Physiol (1985)",2019,"10.1152/japplphysiol.00321.2019","lead_author","Milioni F","lead"
"382",27872598,"Futsal Match-Related Fatigue Affects Running Performance and Neuromuscular Parameters but Not Finishing Kick Speed or Accuracy","Milioni F, Vieira LH, Barbieri RA, Zagatto AM, Nordsborg NB, Barbieri FA, Dos-Santos JW, Santiago PR, Papoti M.","Front Physiol. 2016 Nov 7;7:518. doi: 10.3389/fphys.2016.00518. eCollection 2016.","Front Physiol",2016,"10.3389/fphys.2016.00518","lead_author","Milioni F","lead"
"383",26339729,"Strength Training to Contraction Failure Increases Voluntary Activation of the Quadriceps Muscle Shortly After Total Knee Arthroplasty: A Cross-sectional Study","Mikkelsen EK, Jakobsen TL, Holsgaard-Larsen A, Andersen LL, Bandholm T.","Am J Phys Med Rehabil. 2016 Mar;95(3):194-203. doi: 10.1097/PHM.0000000000000361.","Am J Phys Med Rehabil",2016,"10.1097/PHM.0000000000000361","lead_author","Mikkelsen EK","lead"
"384",15162247,"Specific effects of eccentric training on muscular fatigability","Michaut A, Babault N, Pousson M.","Int J Sports Med. 2004 May;25(4):278-83. doi: 10.1055/s-2004-819940.","Int J Sports Med",2004,"10.1055/s-2004-819940","lead_author","Michaut A","lead"
"385",12582952,"Maximal voluntary eccentric, isometric and concentric torque recovery following a concentric isokinetic exercise","Michaut A, Pousson M, Millet G, Belleville J, Van Hoecke J.","Int J Sports Med. 2003 Jan;24(1):51-6. doi: 10.1055/s-2003-37199.","Int J Sports Med",2003,"10.1055/s-2003-37199","lead_author","Michaut A","lead"
"386",12048329,"Is eccentric exercise-induced torque decrease contraction type dependent?","Michaut A, Pousson M, Babault N, Van Hoecke J.","Med Sci Sports Exerc. 2002 Jun;34(6):1003-8. doi: 10.1097/00005768-200206000-00016.","Med Sci Sports Exerc",2002,"10.1097/00005768-200206000-00016","lead_author","Michaut A","lead"
"387",30324418,"Trained females exhibit less fatigability than trained males after a heavy knee extensor resistance exercise session","Metcalf E, Hagstrom AD, Marshall PW.","Eur J Appl Physiol. 2019 Jan;119(1):181-190. doi: 10.1007/s00421-018-4013-x. Epub 2018 Oct 15.","Eur J Appl Physiol",2019,"10.1007/s00421-018-4013-x","lead_author","Metcalf E","lead"
"388",21401664,"Spinal involvement and muscle cramps in electrically elicited muscle contractions","Merletti R, Botter A, Lanfranco F, Minetto MA.","Artif Organs. 2011 Mar;35(3):221-5. doi: 10.1111/j.1525-1594.2011.01220.x.","Artif Organs",2011,"10.1111/j.1525-1594.2011.01220.x","lead_author","Merletti R","lead"
"389",29529132,"The Contributions of Fiber Atrophy, Fiber Loss, In Situ Specific Force, and Voluntary Activation to Weakness in Sarcopenia","McPhee JS, Cameron J, Maden-Wilkinson T, Piasecki M, Yap MH, Jones DA, Degens H.","J Gerontol A Biol Sci Med Sci. 2018 Sep 11;73(10):1287-1294. doi: 10.1093/gerona/gly040.","J Gerontol A Biol Sci Med Sci",2018,"10.1093/gerona/gly040","lead_author","McPhee JS","lead"
"390",12586522,"The effect of head position, electrode site, movement and smoothing window in the determination of a reliable maximum voluntary activation of the upper trapezius muscle","McLean L, Chislett M, Keith M, Murphy M, Walton P.","J Electromyogr Kinesiol. 2003 Apr;13(2):169-80. doi: 10.1016/s1050-6411(02)00051-2.","J Electromyogr Kinesiol",2003,"10.1016/s1050-6411(02)00051-2","lead_author","McLean L","lead"
"391",16973699,"The influence of inspiratory muscle work history and specific inspiratory muscle training upon human limb muscle fatigue","McConnell AK, Lomax M.","J Physiol. 2006 Nov 15;577(Pt 1):445-57. doi: 10.1113/jphysiol.2006.117614. Epub 2006 Sep 14.","J Physiol",2006,"10.1113/jphysiol.2006.117614","lead_author","McConnell AK","lead"
"392",26713864,"Physical Fatigue, Fitness, and Muscle Function in Patients With Antineutrophil Cytoplasmic Antibody-Associated Vasculitis","McClean A, Morgan MD, Basu N, Bosch JA, Nightingale P, Jones D, Harper L.","Arthritis Care Res (Hoboken). 2016 Sep;68(9):1332-9. doi: 10.1002/acr.22827. Epub 2016 Jul 27.","Arthritis Care Res (Hoboken)",2016,"10.1002/acr.22827","lead_author","McClean A","lead"
"393",23453325,"Age-related changes in neuromuscular function of the quadriceps muscle in physically active adults","Mau-Moeller A, Behrens M, Lindner T, Bader R, Bruhn S.","J Electromyogr Kinesiol. 2013 Jun;23(3):640-8. doi: 10.1016/j.jelekin.2013.01.009. Epub 2013 Feb 27.","J Electromyogr Kinesiol",2013,"10.1016/j.jelekin.2013.01.009","lead_author","Mau-Moeller A","lead"
