PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25215511","Time course of central and peripheral alterations after isometric neuromuscular electrical stimulation-induced muscle damage","Fouré A, Nosaka K, Wegrzyk J, Duhamel G, Le Troter A, Boudinet H, Mattei JP, Vilmen C, Jubeau M, Bendahan D, Gondin J.","PLoS One. 2014 Sep 12;9(9):e107298. doi: 10.1371/journal.pone.0107298. eCollection 2014.","Fouré A","PLoS One","2014","2014/09/13","PMC4162582","","10.1371/journal.pone.0107298"
"19670484","Extrapolation of the interpolated twitch-voluntary torque relationship is misleading","Herbert RD.","J Appl Physiol (1985). 2009 Jul;107(1):365; discussion 367-8. doi: 10.1152/japplphysiol.00362.2009.","Herbert RD","J Appl Physiol (1985)","2009","2009/08/12","","","10.1152/japplphysiol.00362.2009"
"28138986","Stretch training induces unequal adaptation in muscle fascicles and thickness in medial and lateral gastrocnemii","Simpson CL, Kim BDH, Bourcet MR, Jones GR, Jakobi JM.","Scand J Med Sci Sports. 2017 Dec;27(12):1597-1604. doi: 10.1111/sms.12822. Epub 2017 Jan 30.","Simpson CL","Scand J Med Sci Sports","2017","2017/02/01","","","10.1111/sms.12822"
"19670483","Computational modeling as support for the interpolated twitch technique","Keenan KG.","J Appl Physiol (1985). 2009 Jul;107(1):364-5; discussion 367-8. doi: 10.1152/japplphysiol.00362.2009.","Keenan KG","J Appl Physiol (1985)","2009","2009/08/12","","","10.1152/japplphysiol.00362.2009"
"32499686","Peripheral Electrical Stimulation Paired With Movement-Related Cortical Potentials Improves Isometric Muscle Strength and Voluntary Activation Following Stroke","Olsen S, Signal N, Niazi IK, Rashid U, Alder G, Mawston G, Nedergaard RB, Jochumsen M, Taylor D.","Front Hum Neurosci. 2020 May 15;14:156. doi: 10.3389/fnhum.2020.00156. eCollection 2020.","Olsen S","Front Hum Neurosci","2020","2020/06/06","PMC7242792","","10.3389/fnhum.2020.00156"
"22776872","Effects of noradrenaline and dopamine on supraspinal fatigue in well-trained men","Klass M, Roelands B, Lévénez M, Fontenelle V, Pattyn N, Meeusen R, Duchateau J.","Med Sci Sports Exerc. 2012 Dec;44(12):2299-308. doi: 10.1249/MSS.0b013e318265f356.","Klass M","Med Sci Sports Exerc","2012","2012/07/11","","","10.1249/MSS.0b013e318265f356"
"24121249","Intermittent stretch reduces force and central drive more than continuous stretch","Trajano GS, Nosaka K, B Seitz L, Blazevich AJ.","Med Sci Sports Exerc. 2014;46(5):902-10. doi: 10.1249/MSS.0000000000000185.","Trajano GS","Med Sci Sports Exerc","2014","2013/10/15","","","10.1249/MSS.0000000000000185"
"30016189","Larger strength losses and muscle activation deficits in plantar flexors induced by backward downhill in reference to distance-matched forward uphill treadmill walk","Girard O, Banzet S, Koulmann N, Chennaoui M, Drogou C, Chalabi H, Racinais S.","Eur J Sport Sci. 2018 Nov;18(10):1346-1356. doi: 10.1080/17461391.2018.1497091. Epub 2018 Jul 17.","Girard O","Eur J Sport Sci","2018","2018/07/18","","","10.1080/17461391.2018.1497091"
"11990741","Cross education of muscular strength during unilateral resistance training and detraining","Shima N, Ishida K, Katayama K, Morotome Y, Sato Y, Miyamura M.","Eur J Appl Physiol. 2002 Feb;86(4):287-94. doi: 10.1007/s00421-001-0559-z.","Shima N","Eur J Appl Physiol","2002","2002/05/07","","","10.1007/s00421-001-0559-z"
"23672950","Changes in stationary upright standing and proprioceptive reflex control of foot muscles after fatiguing static foot inversion","Vie B, Gomez N, Brerro-Saby C, Weber JP, Jammes Y.","J Biomech. 2013 Jun 21;46(10):1676-82. doi: 10.1016/j.jbiomech.2013.04.005. Epub 2013 May 11.","Vie B","J Biomech","2013","2013/05/16","","","10.1016/j.jbiomech.2013.04.005"
"16718508","Age-related fatigability of the ankle dorsiflexor muscles during concentric and eccentric contractions","Baudry S, Klass M, Pasquet B, Duchateau J.","Eur J Appl Physiol. 2007 Jul;100(5):515-25. doi: 10.1007/s00421-006-0206-9. Epub 2006 May 23.","Baudry S","Eur J Appl Physiol","2007","2006/05/24","","","10.1007/s00421-006-0206-9"
"31557879","Exercise-Induced Fatigue in One Leg Does Not Impair the Neuromuscular Performance in the Contralateral Leg but Improves the Excitability of the Ipsilateral Corticospinal Pathway","Aboodarda SJ, Zhang CXY, Sharara R, Cline M, Millet GY.","Brain Sci. 2019 Sep 25;9(10):250. doi: 10.3390/brainsci9100250.","Aboodarda SJ","Brain Sci","2019","2019/09/28","PMC6827080","","10.3390/brainsci9100250"
"25811424","Simulated motion negatively affects motor task but not neuromuscular performance","Pearcey GE, MacKinnon SN, Button DC.","Ergonomics. 2015;58(10):1701-13. doi: 10.1080/00140139.2015.1026405. Epub 2015 Apr 28.","Pearcey GE","Ergonomics","2015","2015/03/27","","","10.1080/00140139.2015.1026405"
"29144602","Neuroplasticity following short-term strength training occurs at supraspinal level and is specific for the trained task","Giboin LS, Weiss B, Thomas F, Gruber M.","Acta Physiol (Oxf). 2018 Apr;222(4):e12998. doi: 10.1111/apha.12998. Epub 2017 Dec 4.","Giboin LS","Acta Physiol (Oxf)","2018","2017/11/17","","","10.1111/apha.12998"
"12582952","Maximal voluntary eccentric, isometric and concentric torque recovery following a concentric isokinetic exercise","Michaut A, Pousson M, Millet G, Belleville J, Van Hoecke J.","Int J Sports Med. 2003 Jan;24(1):51-6. doi: 10.1055/s-2003-37199.","Michaut A","Int J Sports Med","2003","2003/02/13","","","10.1055/s-2003-37199"
"26300013","Elbow flexor fatigue modulates central excitability of the knee extensors","Aboodarda SJ, Copithorne DB, Power KE, Drinkwater E, Behm DG.","Appl Physiol Nutr Metab. 2015 Sep;40(9):924-30. doi: 10.1139/apnm-2015-0088. Epub 2015 May 6.","Aboodarda SJ","Appl Physiol Nutr Metab","2015","2015/08/25","","","10.1139/apnm-2015-0088"
"17460332","Caffeinated sports drink: ergogenic effects and possible mechanisms","Cureton KJ, Warren GL, Millard-Stafford ML, Wingo JE, Trilk J, Buyckx M.","Int J Sport Nutr Exerc Metab. 2007 Feb;17(1):35-55. doi: 10.1123/ijsnem.17.1.35.","Cureton KJ","Int J Sport Nutr Exerc Metab","2007","2007/04/27","","","10.1123/ijsnem.17.1.35"
"27935064","Intersession reliability of the interpolated twitch technique applied during isometric, concentric, and eccentric actions of the human knee extensor muscles","Behrens M, Husmann F, Gube M, Felser S, Weippert M, Bruhn S, Zschorlich V, Mau-Moeller A.","Muscle Nerve. 2017 Aug;56(2):324-327. doi: 10.1002/mus.25498. Epub 2017 Apr 12.","Behrens M","Muscle Nerve","2017","2016/12/10","","","10.1002/mus.25498"
"26799694","Arm-cycling sprints induce neuromuscular fatigue of the elbow flexors and alter corticospinal excitability of the biceps brachii","Pearcey GE, Bradbury-Squires DJ, Monks M, Philpott D, Power KE, Button DC.","Appl Physiol Nutr Metab. 2016 Feb;41(2):199-209. doi: 10.1139/apnm-2015-0438. Epub 2015 Nov 3.","Pearcey GE","Appl Physiol Nutr Metab","2016","2016/01/23","","","10.1139/apnm-2015-0438"
"34027727","Comparison Between Isometric and Concentric Motor Fatigability in Persons With Multiple Sclerosis and Healthy Controls - exploring central and peripheral contributions of motor fatigability","Gaemelke T, Riemenschneider M, Dalgas U, Kjølhede T, Rasmussen C, Stenager E, Overgaard K, Hvid LG.","Neurorehabil Neural Repair. 2021 Jul;35(7):644-653. doi: 10.1177/15459683211017502. Epub 2021 May 22.","Gaemelke T","Neurorehabil Neural Repair","2021","2021/05/24","","","10.1177/15459683211017502"
"26642805","Transcranial magnetic stimulation intensity affects exercise-induced changes in corticomotoneuronal excitability and inhibition and voluntary activation","Bachasson D, Temesi J, Gruet M, Yokoyama K, Rupp T, Millet GY, Verges S.","Neuroscience. 2016 Feb 9;314:125-33. doi: 10.1016/j.neuroscience.2015.11.056. Epub 2015 Nov 28.","Bachasson D","Neuroscience","2016","2015/12/09","","","10.1016/j.neuroscience.2015.11.056"
"20512071","The effects of fatigue of the plantar flexors on peak torque and voluntary activation in untrained and resistance-trained men","Hartman MJ, Ryan ED, Cramer JT, Bemben MG.","J Strength Cond Res. 2011 Feb;25(2):527-32. doi: 10.1519/JSC.0b013e3181bf3bc7.","Hartman MJ","J Strength Cond Res","2011","2010/06/01","","","10.1519/JSC.0b013e3181bf3bc7"
"14639478","Voluntary activation and mechanical performance of human triceps surae muscle after exhaustive stretch-shortening cycle jumping exercise","Kuitunen S, Avela J, Kyröläinen H, Komi PV.","Eur J Appl Physiol. 2004 May;91(5-6):538-44. doi: 10.1007/s00421-003-1004-2. Epub 2003 Nov 25.","Kuitunen S","Eur J Appl Physiol","2004","2003/11/26","","","10.1007/s00421-003-1004-2"
"20007856","Sensitivity of 24-h EMG duration and intensity in the human vastus lateralis muscle to threshold changes","Klein CS, Peterson LB, Ferrell S, Thomas CK.","J Appl Physiol (1985). 2010 Mar;108(3):655-61. doi: 10.1152/japplphysiol.00757.2009. Epub 2009 Dec 10.","Klein CS","J Appl Physiol (1985)","2010","2009/12/17","PMC2838640","","10.1152/japplphysiol.00757.2009"
"12121685","Neuromuscular fatigue of elbow flexor muscles of dominant and non-dominant arms in healthy humans","Williams DM, Sharma S, Bilodeau M.","J Electromyogr Kinesiol. 2002 Aug;12(4):287-94. doi: 10.1016/s1050-6411(02)00024-x.","Williams DM","J Electromyogr Kinesiol","2002","2002/07/18","","","10.1016/s1050-6411(02)00024-x"
"20010112","Muscle contractile function and neural control after repetitive endurance cycling","Ross EZ, Gregson W, Williams K, Robertson C, George K.","Med Sci Sports Exerc. 2010 Jan;42(1):206-12. doi: 10.1249/MSS.0b013e3181b07a18.","Ross EZ","Med Sci Sports Exerc","2010","2009/12/17","","","10.1249/MSS.0b013e3181b07a18"
"12527980","Short-term effects of whole-body vibration on maximal voluntary isometric knee extensor force and rate of force rise","de Ruiter CJ, van der Linden RM, van der Zijden MJ, Hollander AP, de Haan A.","Eur J Appl Physiol. 2003 Jan;88(4-5):472-5. doi: 10.1007/s00421-002-0723-0. Epub 2002 Nov 9.","de Ruiter CJ","Eur J Appl Physiol","2003","2003/01/16","","","10.1007/s00421-002-0723-0"
"16902059","The effects of short-term hypoxia on motor cortex excitability and neuromuscular activation","Szubski C, Burtscher M, Löscher WN.","J Appl Physiol (1985). 2006 Dec;101(6):1673-7. doi: 10.1152/japplphysiol.00617.2006. Epub 2006 Aug 10.","Szubski C","J Appl Physiol (1985)","2006","2006/08/12","","","10.1152/japplphysiol.00617.2006"
"19670476","The interpolated twitch technique may be valid and reliable but limited","Lexell J, Miller M.","J Appl Physiol (1985). 2009 Jul;107(1):362; discussion 367-8. doi: 10.1152/japplphysiol.00362.2009.","Lexell J","J Appl Physiol (1985)","2009","2009/08/12","","","10.1152/japplphysiol.00362.2009"
"23650503","Neuromuscular adjustments of the quadriceps muscle after repeated cycling sprints","Girard O, Bishop DJ, Racinais S.","PLoS One. 2013 May 1;8(5):e61793. doi: 10.1371/journal.pone.0061793. Print 2013.","Girard O","PLoS One","2013","2013/05/08","PMC3641084","","10.1371/journal.pone.0061793"
"25150812","The role of central and peripheral muscle fatigue in postcancer fatigue: a randomized controlled trial","Prinsen H, van Dijk JP, Zwarts MJ, Leer JW, Bleijenberg G, van Laarhoven HW.","J Pain Symptom Manage. 2015 Feb;49(2):173-82. doi: 10.1016/j.jpainsymman.2014.06.020. Epub 2014 Aug 21.","Prinsen H","J Pain Symptom Manage","2015","2014/08/25","","","10.1016/j.jpainsymman.2014.06.020"
"30951444","Conditioning Brain Responses to Improve Quadriceps Function in an Individual With Anterior Cruciate Ligament Reconstruction","Krishnan C, Washabaugh EP, Dutt-Mazumder A, Brown SR, Wojtys EM, Palmieri-Smith RM.","Sports Health. 2019 Jul/Aug;11(4):306-315. doi: 10.1177/1941738119835163. Epub 2019 Apr 5.","Krishnan C","Sports Health","2019","2019/04/06","PMC6600584","","10.1177/1941738119835163"
"15295752","Reproducibility of maximal quadriceps strength and its relationship to maximal voluntary activation in postpoliomyelitis syndrome","Horemans HL, Beelen A, Nollet F, Jones DA, Lankhorst GJ.","Arch Phys Med Rehabil. 2004 Aug;85(8):1273-8. doi: 10.1016/j.apmr.2003.10.026.","Horemans HL","Arch Phys Med Rehabil","2004","2004/08/06","","","10.1016/j.apmr.2003.10.026"
"19229968","Increased H-reflex excitability is not accompanied by changes in neural drive following 24 days of unilateral lower limb suspension","Seynnes OR, Maffiuletti NA, Horstman AM, Narici MV.","Muscle Nerve. 2010 Nov;42(5):749-55. doi: 10.1002/mus.21228.","Seynnes OR","Muscle Nerve","2010","2009/02/21","","","10.1002/mus.21228"
"12872327","Quadriceps muscle strength and voluntary activation after polio","Beelen A, Nollet F, de Visser M, de Jong BA, Lankhorst GJ, Sargeant AJ.","Muscle Nerve. 2003 Aug;28(2):218-26. doi: 10.1002/mus.10428.","Beelen A","Muscle Nerve","2003","2003/07/23","","","10.1002/mus.10428"
"19903318","Neuromuscular fatigue differs following unilateral vs bilateral sustained submaximal contractions","Matkowski B, Place N, Martin A, Lepers R.","Scand J Med Sci Sports. 2011 Apr;21(2):268-76. doi: 10.1111/j.1600-0838.2009.01040.x.","Matkowski B","Scand J Med Sci Sports","2011","2009/11/12","","","10.1111/j.1600-0838.2009.01040.x"
"31483411","Considering the Long-Term Effects of Pain on Patient Outcomes During the Postoperative Recovery Period: Commentary on an article by Brian J. Loyd, PT, PhD, et al.: ""Peripheral Nociception Is Associated with Voluntary Activation Deficits and Quadriceps Weakness Following Total Knee Arthroplasty""","Osman BM.","J Bone Joint Surg Am. 2019 Sep 4;101(17):e91. doi: 10.2106/JBJS.19.00684.","Osman BM","J Bone Joint Surg Am","2019","2019/09/05","","","10.2106/JBJS.19.00684"
"34091190","Reliability of transcranial magnetic stimulation measurements of maximum activation of the knee extensors in young adult males","Malcolm R, Cooper S, Folland J, Tyler C, Hannah R, Sunderland C.","Hum Mov Sci. 2021 Aug;78:102828. doi: 10.1016/j.humov.2021.102828. Epub 2021 Jun 3.","Malcolm R","Hum Mov Sci","2021","2021/06/06","","","10.1016/j.humov.2021.102828"
"16691603","Central fatigue in continuous and intermittent contractions of triceps brachii","Bilodeau M.","Muscle Nerve. 2006 Aug;34(2):205-13. doi: 10.1002/mus.20572.","Bilodeau M","Muscle Nerve","2006","2006/05/13","","","10.1002/mus.20572"
"28040567","Effects of age and sex on fatigability and recovery from a sustained maximal isometric voluntary contraction","Solianik R, Kreivėnaitė L, Streckis V, Mickevičienė D, Skurvydas A.","J Electromyogr Kinesiol. 2017 Feb;32:61-69. doi: 10.1016/j.jelekin.2016.12.001. Epub 2016 Dec 20.","Solianik R","J Electromyogr Kinesiol","2017","2017/01/02","","","10.1016/j.jelekin.2016.12.001"
"29118698","An Acute Exposure to Muscle Vibration Decreases Knee Extensors Force Production and Modulates Associated Central Nervous System Excitability","Souron R, Besson T, McNeil CJ, Lapole T, Millet GY.","Front Hum Neurosci. 2017 Oct 25;11:519. doi: 10.3389/fnhum.2017.00519. eCollection 2017.","Souron R","Front Hum Neurosci","2017","2017/11/10","PMC5660984","","10.3389/fnhum.2017.00519"
"25694208","Children have a reduced maximal voluntary activation level of the adductor pollicis muscle compared to adults","Martin V, Kluka V, Garcia Vicencio S, Maso F, Ratel S.","Eur J Appl Physiol. 2015 Jul;115(7):1485-91. doi: 10.1007/s00421-015-3132-x. Epub 2015 Feb 19.","Martin V","Eur J Appl Physiol","2015","2015/02/20","","","10.1007/s00421-015-3132-x"
"27825551","Repeated sprint ability but not neuromuscular fatigue is dependent on short versus long duration recovery time between sprints in healthy males","Monks MR, Compton CT, Yetman JD, Power KE, Button DC.","J Sci Med Sport. 2017 Jun;20(6):600-605. doi: 10.1016/j.jsams.2016.10.008. Epub 2016 Oct 27.","Monks MR","J Sci Med Sport","2017","2016/11/10","","","10.1016/j.jsams.2016.10.008"
"23804519","No electrophysiological evidence for Onuf's nucleus degeneration causing bladder and bowel symptoms in Huntington's disease patients","Kolenc M, Kobal J, Podnar S.","Neurourol Urodyn. 2014 Jun;33(5):524-30. doi: 10.1002/nau.22451. Epub 2013 Jun 26.","Kolenc M","Neurourol Urodyn","2014","2013/06/28","","","10.1002/nau.22451"
"15319764","Influence of active release technique on quadriceps inhibition and strength: a pilot study","Drover JM, Forand DR, Herzog W.","J Manipulative Physiol Ther. 2004 Jul-Aug;27(6):408-13. doi: 10.1016/j.jmpt.2004.05.006.","Drover JM","J Manipulative Physiol Ther","2004","2004/08/21","","","10.1016/j.jmpt.2004.05.006"
"27287053","Leucine-enriched protein supplementation does not influence neuromuscular adaptations in response to a 6-month strength training programme in older adults","Stragier S, Baudry S, Poortmans J, Duchateau J, Carpentier A.","Exp Gerontol. 2016 Sep;82:58-66. doi: 10.1016/j.exger.2016.06.002. Epub 2016 Jun 7.","Stragier S","Exp Gerontol","2016","2016/06/12","","","10.1016/j.exger.2016.06.002"
"11317277","Physiological alterations of maximal voluntary quadriceps activation by changes of knee joint angle","Becker R, Awiszus F.","Muscle Nerve. 2001 May;24(5):667-72. doi: 10.1002/mus.1053.","Becker R","Muscle Nerve","2001","2001/04/24","","","10.1002/mus.1053"
"17099060","Corticomotor excitability contributes to neuromuscular fatigue following marathon running in man","Ross EZ, Middleton N, Shave R, George K, Nowicky A.","Exp Physiol. 2007 Mar;92(2):417-26. doi: 10.1113/expphysiol.2006.035972. Epub 2006 Nov 10.","Ross EZ","Exp Physiol","2007","2006/11/14","","","10.1113/expphysiol.2006.035972"
